edit_type,multiplication
['M:DET'],0.024824559688568115
['R:VERB:FORM'],0.04989278316497803
['M:DET'],0.03092169761657715
['R:VERB:FORM'],0.012236952781677246
edit_type,multiplication
['R:VERB:TENSE'],0.006938636302947998
['R:NOUN:NUM'],0.01793891191482544
['R:NOUN'],0.05483514070510864
['U:VERB:TENSE'],0.024775385856628418
['R:VERB:FORM'],0.010790348052978516
['R:VERB:FORM'],0.018278121948242188
['R:VERB:TENSE'],0.029150843620300293
['R:NOUN'],0.051400601863861084
['U:VERB:TENSE'],0.010983169078826904
['R:VERB:FORM'],0.010511517524719238
['R:VERB:FORM'],0.01638507843017578
edit_type,multiplication
['R:ORTH'],0.09394627809524536
['M:PUNCT'],0.01969301700592041
['R:VERB:SVA'],0.0077967047691345215
['M:PUNCT'],0.013403773307800293
['R:ORTH'],0.10093247890472412
['M:PUNCT'],0.026156127452850342
['R:VERB:SVA'],0.006927192211151123
['M:PUNCT'],0.018081724643707275
edit_type,multiplication
['R:VERB:SVA'],0.009587109088897705
['R:VERB:TENSE'],0.036770522594451904
['R:PART'],0.022952556610107422
['R:VERB:SVA'],0.007069289684295654
['R:VERB:TENSE'],0.03186136484146118
['R:PART'],0.024371087551116943
edit_type,multiplication
['R:PRON'],0.003942251205444336
['R:SPELL'],0.006269335746765137
['R:VERB:SVA'],0.014358818531036377
['R:PREP'],0.030613064765930176
['R:PRON'],0.01797950267791748
['R:SPELL'],0.001210033893585205
['R:VERB:SVA'],0.006143748760223389
['R:ORTH'],0.08059197664260864
edit_type,multiplication
['R:VERB:FORM'],0.025751471519470215
['U:VERB'],0.018225431442260742
['R:VERB'],0.013297438621520996
['R:VERB:FORM'],0.02651810646057129
['U:VERB'],0.01818901300430298
edit_type,multiplication
['U:DET'],0.006786465644836426
['R:MORPH'],0.019942760467529297
['R:OTHER'],0.03311389684677124
['M:NOUN'],0.0377923846244812
edit_type,multiplication
['U:DET'],0.021914124488830566
['U:PREP'],0.020811617374420166
['R:VERB:FORM'],0.010327696800231934
['R:NOUN:NUM'],0.013676345348358154
['U:DET'],0.021483302116394043
['U:PREP'],0.019514143466949463
['R:VERB:FORM'],0.009831786155700684
['R:PART'],0.030968427658081055
['R:NOUN:NUM'],0.007641196250915527
edit_type,multiplication
['R:OTHER'],0.03400653600692749
['R:SPELL'],0.129960834980011
['R:OTHER'],0.0032414793968200684
['R:PREP'],0.022631406784057617
['R:SPELL'],0.12832802534103394
edit_type,multiplication
['R:SPELL'],0.07795917987823486
['R:OTHER'],0.0325927734375
['R:SPELL'],0.08085250854492188
['R:NOUN:NUM'],0.013433575630187988
['R:NOUN:INFL'],0.007559299468994141
['R:PREP'],0.019725024700164795
['R:SPELL'],0.07566791772842407
['R:DET'],0.12516337633132935
['M:DET'],0.02025395631790161
['R:NOUN:NUM'],0.008779466152191162
['R:VERB:TENSE'],0.0028526782989501953
['R:NOUN:INFL'],0.0068593621253967285
edit_type,multiplication
['R:PART'],0.043893396854400635
['R:PART'],0.04389321804046631
edit_type,multiplication
['R:VERB:FORM'],0.126264750957489
['R:VERB:TENSE'],0.027331054210662842
['R:VERB:FORM'],0.12437504529953003
edit_type,multiplication
['R:VERB:TENSE'],0.13905030488967896
['R:NOUN:POSS'],0.08803075551986694
['R:MORPH'],0.01261049509048462
['R:VERB:TENSE'],0.1333751678466797
['R:VERB'],0.09031844139099121
['M:NOUN:POSS'],0.04863619804382324
['R:MORPH'],0.0017914175987243652
edit_type,multiplication
['R:VERB'],0.10502475500106812
['M:PREP'],0.034803926944732666
['R:NOUN:NUM'],0.03005129098892212
['U:VERB'],0.06482446193695068
['R:NOUN:NUM'],0.019256889820098877
['M:PREP'],0.04861420392990112
edit_type,multiplication
['R:OTHER'],0.1527160406112671
['U:PREP'],0.2139149308204651
edit_type,multiplication
['R:DET'],0.1453768014907837
['U:OTHER'],0.002155482769012451
['R:NOUN:NUM'],0.2665114998817444
['R:OTHER'],0.09448027610778809
edit_type,multiplication
['U:NOUN:POSS'],0.03647279739379883
['U:DET'],0.03879368305206299
['U:NOUN:POSS'],0.19535678625106812
['R:PRON'],0.04902541637420654
edit_type,multiplication
['R:ORTH'],0.0
['R:SPELL'],0.1534293293952942
['R:SPELL'],0.15500515699386597
['U:OTHER'],0.04074043035507202
['M:OTHER'],0.009284913539886475
edit_type,multiplication
['M:PRON'],0.03150832653045654
['M:DET'],0.02866208553314209
['M:PRON'],0.03898519277572632
['U:OTHER'],0.07851696014404297
edit_type,multiplication
['M:DET'],0.024641454219818115
['R:SPELL'],0.09106707572937012
